epoch, loss
0, 0.05373104163510725
1, 0.030031421535625123
2, 0.026702951541705988
3, 0.02452157046580687
4, 0.023136281422665342
0, 0.23372691798835554
0, 0.03809898202841092
0, 0.038777005416502815
1, 0.024562214363767352
2, 0.01986096859440699
3, 0.017415690644864097
4, 0.015710221510542195
5, 0.014161700061473917
6, 0.012967517031534549
7, 0.011886897114487106
8, 0.011044146713781325
9, 0.010253891216254689
10, 0.009569842884957325
11, 0.008892154142813524
12, 0.008347250346155811
13, 0.00789939838493107
14, 0.0073808885186331784
15, 0.006971330509865463
16, 0.006642236763582332
17, 0.006349096315211177
18, 0.006011687400031305
19, 0.005710627946933123
20, 0.005472955964958399
21, 0.005229573249582447
22, 0.005027388316900922
23, 0.004832091103607026
24, 0.004606081949532381
25, 0.004491485612662573
26, 0.004297684951577846
27, 0.004175375872162274
28, 0.004003119037709742
29, 0.003876559876314584
30, 0.0037349690606384277
31, 0.003658853639838829
32, 0.003518081080073898
33, 0.0033838822787907296
34, 0.003288155361082722
35, 0.0032074321229124004
36, 0.0030944616957842503
37, 0.0030300407471360005
38, 0.0029963450515424483
39, 0.00283629525023975
40, 0.0027406823665943295
41, 0.002694841327057576
42, 0.0026146073639918338
43, 0.002488066683124796
44, 0.002485379500790764
45, 0.0023854655060959987
46, 0.0023259018877171103
47, 0.00226010049153855
48, 0.002216461612584276
49, 0.0021391570562122476
50, 0.0020609818147931946
51, 0.00207141787374591
52, 0.001962258312030624
53, 0.0019103024694433974
54, 0.0018946066628713096
55, 0.0018109108941391444
56, 0.0017630633570257083
57, 0.0017061332283042753
58, 0.0016692154121453011
59, 0.0016260677111606331
60, 0.0015858467968175522
61, 0.001595226667000639
62, 0.0015006529360764237
63, 0.0014652402783465529
64, 0.00144888631176501
65, 0.0014201991704238834
66, 0.0013981263215454317
67, 0.0013691390391209603
68, 0.0013160594375373573
69, 0.0012966821816841427
70, 0.0012564478499573145
71, 0.001255067310946995
72, 0.0012448440305787597
73, 0.0011838549713603344
74, 0.0011784314942562763
75, 0.0011471948733085607
76, 0.001119839827197211
77, 0.001103494693590316
78, 0.0010744155760373058
79, 0.0010470510943605404
80, 0.001044692596401041
81, 0.0010421557084328015
82, 0.0010035587413691853
83, 0.0009954497664794973
84, 0.000971844445467064
85, 0.0009463467331064143
86, 0.0009480417443480999
87, 0.0009284150204393882
88, 0.000925327280949912
89, 0.000897577417377862
90, 0.0008685585798199705
91, 0.0008840356953593679
92, 0.0008716366667474378
93, 0.0008354966590913035
94, 0.0008134553222526443
95, 0.0008184217398618583
96, 0.0008354596038139385
97, 0.0008138269878878014
98, 0.0007803290072464127
99, 0.0007720851746676595
100, 0.0007635121816444249
101, 0.0007392963088364013
102, 0.0007339914540630667
103, 0.0007479330605014588
104, 0.0007525539508858654
105, 0.0007140819808834445
106, 0.0007008309960257167
107, 0.0006853531498020655
108, 0.0006778234675266503
109, 0.0006619911709625134
110, 0.0006637698402427203
111, 0.0006456889261383165
112, 0.0006361116000132622
113, 0.0006238610745994163
114, 0.0006318403043034474
115, 0.0006234591202769479
116, 0.0005963687854975635
117, 0.000609511313901597
118, 0.0005973410911982077
119, 0.000599287373151785
120, 0.0005573862476795613
121, 0.0005685242733066945
122, 0.000558429927158007
123, 0.0005527860449205946
124, 0.0005441694246997031
125, 0.0005433947264476854
126, 0.0005247558681339291
127, 0.0005439172833297966
128, 0.0005115842374973707
129, 0.0005088392923842852
130, 0.0004917422562268965
131, 0.0005203431940243616
132, 0.0004935341639919796
133, 0.0004906464291296844
134, 0.0004953568792826798
135, 0.0004861494866159117
136, 0.0004679176852972786
137, 0.00048443690423975266
138, 0.00047010496562115297
139, 0.00045325798778763884
140, 0.00046113217265997264
141, 0.00046590345474189436
142, 0.0004561023420958716
143, 0.000428378956962029
144, 0.0004403171606415728
145, 0.0004457325342773149
146, 0.0004425546470088193
147, 0.00042677197764520416
148, 0.00042715283329168113
149, 0.00041817465944089035
150, 0.0004368434927736568
151, 0.0004017150701227163
152, 0.0004090525013522337
153, 0.00040580089221483223
154, 0.0004056550338526045
155, 0.0004004006557320534
156, 0.00039391524629195374
157, 0.00037627248637919466
158, 0.0003890250728551968
159, 0.0003875867632688015
160, 0.0003746148028843284
161, 0.000387335918907815
162, 0.0003600681798351009
163, 0.00037670983584487457
164, 0.00036405649869506205
165, 0.0003677991399671201
166, 0.000363467269393267
167, 0.00035831190737035793
168, 0.0003607569127931735
169, 0.00035358000301578666
170, 0.00034465685433657554
171, 0.0003257037713050674
172, 0.0003411709264658687
173, 0.00033452486020261557
174, 0.00034920932166294786
175, 0.00031747575446495883
176, 0.00031829604915540384
177, 0.00031285084480556533
178, 0.00031809915133212345
179, 0.000326844575858508
180, 0.0003094632955335581
181, 0.0003221152275756367
182, 0.000326870170694191
183, 0.00030029896666563773
184, 0.0003127317382825999
185, 0.0003024660518980858
186, 0.0002972216168030981
187, 0.0002949198014587435
188, 0.0002851652750592848
189, 0.00029717600248899443
190, 0.000276546778606088
191, 0.0002829357958865507
192, 0.00028076148048228333
193, 0.0002762229335533877
194, 0.0002627293121769804
195, 0.0002672676339633047
196, 0.000298087055207298
197, 0.00027610127525750587
